problem_id,tier,source,model,model_name,sample_idx,passed,failure_type,error_type,error_message,syntax_valid,timed_out,standard_passed,standard_total,boundary_passed,boundary_total,adversarial_passed,adversarial_total
easy_007,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_007,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_007,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_008,Easy,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_008,Easy,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_008,Easy,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_009,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_009,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_009,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_010,Easy,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_010,Easy,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_010,Easy,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_011,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_011,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_011,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_012,Easy,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_012,Easy,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_012,Easy,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_013,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_013,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_013,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_014,Easy,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_014,Easy,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_014,Easy,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_015,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_015,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_015,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_016,Easy,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_016,Easy,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_016,Easy,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_017,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_017,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_017,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_018,Easy,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_018,Easy,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_018,Easy,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_019,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_019,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_019,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,False,Algorithmic,,None,True,False,0,3,0,2,0,2
easy_020,Easy,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_020,Easy,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_020,Easy,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_021,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_021,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,False,Runtime,,None,True,False,0,3,0,2,0,2
easy_021,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_022,Easy,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_022,Easy,original,gpt35,GPT-3.5-Turbo,1,False,Runtime,,None,True,False,0,3,0,2,0,2
easy_022,Easy,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_023,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,False,Algorithmic,,None,True,False,0,3,0,2,0,2
easy_023,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_023,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_024,Easy,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_024,Easy,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_024,Easy,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_025,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_025,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_025,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_026,Easy,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_026,Easy,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_026,Easy,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_027,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_027,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_027,Easy,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_028,Easy,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_028,Easy,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_028,Easy,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
easy_029,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,False,Syntactic,SyntaxError,"SyntaxError: '(' was never closed (<solution>, line 1)",False,False,0,3,0,2,0,2
easy_029,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
easy_029,Easy,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,False,Runtime,,None,True,False,0,3,0,2,0,2
easy_030,Easy,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
easy_030,Easy,original,gpt35,GPT-3.5-Turbo,1,False,Algorithmic,,None,True,False,1,3,2,2,1,2
easy_030,Easy,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_001,Medium,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_001,Medium,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_001,Medium,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_002,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_002,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_002,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_003,Medium,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_003,Medium,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_003,Medium,original,gpt35,GPT-3.5-Turbo,2,False,Syntactic,SyntaxError,"SyntaxError: expected ':' (<solution>, line 1)",False,False,0,3,0,2,0,2
medium_004,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,False,Runtime,Timeout,Execution exceeded 5s timeout,True,True,0,3,0,2,0,2
medium_004,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_004,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_005,Medium,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_005,Medium,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_005,Medium,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_006,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_006,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_006,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,False,Syntactic,SyntaxError,"SyntaxError: expected ':' (<solution>, line 1)",False,False,0,3,0,2,0,2
medium_007,Medium,original,gpt35,GPT-3.5-Turbo,0,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_007,Medium,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_007,Medium,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_008,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_008,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_008,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_009,Medium,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_009,Medium,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_009,Medium,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_010,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_010,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_010,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_011,Medium,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_011,Medium,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_011,Medium,original,gpt35,GPT-3.5-Turbo,2,False,Algorithmic,,None,True,False,0,3,0,2,0,2
medium_012,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_012,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_012,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_013,Medium,original,gpt35,GPT-3.5-Turbo,0,False,Algorithmic,,None,True,False,2,3,2,2,2,2
medium_013,Medium,original,gpt35,GPT-3.5-Turbo,1,False,Algorithmic,,None,True,False,2,3,2,2,2,2
medium_013,Medium,original,gpt35,GPT-3.5-Turbo,2,False,Algorithmic,,None,True,False,2,3,2,2,2,2
medium_014,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_014,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_014,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_015,Medium,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_015,Medium,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_015,Medium,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_016,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,False,Algorithmic,,None,True,False,0,3,0,2,0,2
medium_016,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_016,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_017,Medium,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_017,Medium,original,gpt35,GPT-3.5-Turbo,1,False,Algorithmic,,None,True,False,2,3,2,2,2,2
medium_017,Medium,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_018,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_018,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_018,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_019,Medium,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_019,Medium,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_019,Medium,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_020,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_020,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_020,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_021,Medium,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_021,Medium,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_021,Medium,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_022,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_022,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_022,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_023,Medium,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_023,Medium,original,gpt35,GPT-3.5-Turbo,1,False,Runtime,,None,True,False,3,3,1,2,2,2
medium_023,Medium,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_024,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_024,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,False,Syntactic,SyntaxError,"SyntaxError: '(' was never closed (<solution>, line 1)",False,False,0,3,0,2,0,2
medium_024,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_025,Medium,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_025,Medium,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_025,Medium,original,gpt35,GPT-3.5-Turbo,2,False,Algorithmic,,None,True,False,0,3,2,2,2,2
medium_026,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_026,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_026,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_027,Medium,original,gpt35,GPT-3.5-Turbo,0,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_027,Medium,original,gpt35,GPT-3.5-Turbo,1,False,Algorithmic,,None,True,False,0,3,0,2,0,2
medium_027,Medium,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_028,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,False,Syntactic,SyntaxError,"SyntaxError: expected ':' (<solution>, line 1)",False,False,0,3,0,2,0,2
medium_028,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_028,Medium,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
medium_029,Medium,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_029,Medium,original,gpt35,GPT-3.5-Turbo,1,False,Syntactic,SyntaxError,"SyntaxError: expected ':' (<solution>, line 1)",False,False,0,3,0,2,0,2
medium_029,Medium,original,gpt35,GPT-3.5-Turbo,2,False,Runtime,,None,True,False,0,3,0,2,0,2
medium_030,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
medium_030,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
medium_030,Medium,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,False,Algorithmic,,None,True,False,0,3,0,2,0,2
hard_001,Hard,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_001,Hard,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_001,Hard,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_002,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_002,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_002,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_003,Hard,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_003,Hard,original,gpt35,GPT-3.5-Turbo,1,False,Syntactic,SyntaxError,"SyntaxError: expected ':' (<solution>, line 1)",False,False,0,3,0,2,0,2
hard_003,Hard,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_004,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_004,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_004,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_005,Hard,original,gpt35,GPT-3.5-Turbo,0,False,Runtime,,None,True,False,0,3,0,2,0,2
hard_005,Hard,original,gpt35,GPT-3.5-Turbo,1,False,Algorithmic,,None,True,False,0,3,0,2,0,2
hard_005,Hard,original,gpt35,GPT-3.5-Turbo,2,False,Syntactic,SyntaxError,"SyntaxError: expected ':' (<solution>, line 1)",False,False,0,3,0,2,0,2
hard_006,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_006,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,False,Syntactic,SyntaxError,"SyntaxError: expected ':' (<solution>, line 1)",False,False,0,3,0,2,0,2
hard_006,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_007,Hard,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_007,Hard,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_007,Hard,original,gpt35,GPT-3.5-Turbo,2,False,Syntactic,SyntaxError,"SyntaxError: expected ':' (<solution>, line 1)",False,False,0,3,0,2,0,2
hard_008,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_008,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_008,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_009,Hard,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_009,Hard,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_009,Hard,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_010,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,False,Runtime,,None,True,False,0,3,0,2,0,2
hard_010,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_010,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,False,Runtime,,None,True,False,0,3,0,2,0,2
hard_011,Hard,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_011,Hard,original,gpt35,GPT-3.5-Turbo,1,False,Runtime,,None,True,False,0,3,0,2,0,2
hard_011,Hard,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_012,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_012,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_012,Hard,MBPP-adapted,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_013,Hard,original,gpt35,GPT-3.5-Turbo,0,False,Algorithmic,,None,True,False,0,3,0,2,0,2
hard_013,Hard,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_013,Hard,original,gpt35,GPT-3.5-Turbo,2,True,Pass,,None,True,False,3,3,2,2,2,2
hard_014,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,0,False,Algorithmic,,None,True,False,0,3,0,2,0,2
hard_014,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
hard_014,Hard,HumanEval-adapted,gpt35,GPT-3.5-Turbo,2,False,Runtime,,None,True,False,0,3,0,2,0,2
hard_015,Hard,original,gpt35,GPT-3.5-Turbo,0,True,Pass,,None,True,False,3,3,2,2,2,2
hard_015,Hard,original,gpt35,GPT-3.5-Turbo,1,True,Pass,,None,True,False,3,3,2,2,2,2
